Custid,Mnt,Clothes,NetPurchase,Marital_Status,DepVar
2188,1732.64,47,12,Widow,1
2242,1131.52,22,13,Married,0
2031,1392.56,65,19,Married,0
5730,36.4,9,55,Single,0
7133,1597.44,41,11,Married,0
5007,121.68,51,33,Married,0
8454,990.08,41,15,Together,0
4964,92.56,77,49,Single,0
10488,1398.8,62,33,Single,0
9738,678.08,70,25,Single,0
9976,11.44,42,68,Together,0
10782,2378.48,44,16,Divorced,1
9284,66.56,66,59,Single,0
10523,30.16,11,61,Single,0
1139,1067.04,60,26,Married,0
3444,41.6,52,76,Married,0
5998,2191.28,38,21,Married,1
9888,272.48,67,30,Divorced,0
3329,24.96,15,54,Single,0
5312,93.6,82,44,Together,0
5086,412.88,57,39,Single,0
7341,2812.16,42,22,Married,1
10625,862.16,90,35,Together,0
10922,1659.84,23,14,Married,1
5405,29.12,12,68,BigConfusion,0
9663,872.56,39,31,Together,0
7589,309.92,56,49,Divorced,0
9482,159.12,42,32,Single,0
9180,934.96,80,46,Single,0
9355,2631.2,58,13,Together,1
8065,1322.88,38,14,Married,0
2003,121.68,83,49,Together,0
2999,797.68,21,17,Together,0
8725,78.0,24,49,Together,0
8814,687.44,89,57,Together,0
5580,2312.96,51,8,Married,1
6767,126.88,62,54,Married,0
9822,160.16,73,53,Married,0
6500,266.24,40,23,Together,0
8958,405.6,42,22,Married,0
7024,43.68,22,57,Single,0
5380,122.72,70,52,Married,0
2010,503.36,34,46,Together,0
2721,1528.8,82,53,Married,0
3475,1724.32,77,48,Married,1
7764,448.24,45,27,Single,0
10377,234.0,23,57,Single,0
4321,356.72,64,47,Married,0
3876,19.76,28,65,Married,0
5251,617.76,93,58,Married,1
8227,918.32,91,55,Divorced,0
6643,1123.2,51,15,Together,0
7078,159.12,4,52,Together,0
10768,506.48,50,25,Single,0
9547,1460.16,65,57,Single,0
8627,122.72,43,59,Together,0
9445,274.56,81,50,Married,0
10261,1064.96,58,35,Divorced,0
2191,14.56,74,68,Together,0
6055,274.56,35,50,Married,0
5344,19.76,48,39,Married,0
8487,264.16,69,41,Married,0
2814,41.6,40,60,Together,0
3549,65.52,28,52,Single,0
2730,47.84,39,39,Single,0
4912,629.2,41,12,Together,0
1959,1737.84,27,12,Together,1
3990,42.64,68,62,Single,0
9223,402.48,77,65,Together,0
8166,16.64,39,57,Together,0
8640,564.72,35,31,Together,0
2248,1794.0,15,10,Together,0
6242,32.24,37,67,Married,0
10696,1990.56,68,10,Married,1
9084,1995.76,31,18,Divorced,0
10651,801.84,85,54,Together,0
2152,34.32,31,64,Single,0
4363,864.24,72,63,Divorced,0
1721,123.76,39,55,Single,0
8476,94.64,12,47,Married,0
4463,61.36,41,52,Married,0
7249,1934.4,55,13,Married,0
9192,62.4,64,61,Single,0
2835,570.96,36,43,Divorced,0
5947,192.4,16,49,Together,0
7828,46.8,50,49,Together,0
1791,2059.2,30,8,Married,0
10565,93.6,57,51,Single,0
6774,453.44,68,27,Together,0
5145,61.36,42,61,Married,0
8308,96.72,65,72,Married,0
4159,43.68,30,31,Single,0
1250,42.64,15,66,Single,0
5830,53.04,81,53,Together,0
10546,43.68,18,35,Single,0
3465,1051.44,42,24,Single,0
6659,1598.48,54,12,Widow,0
6698,50.96,56,63,Together,0
4804,811.2,73,64,Married,0
2579,625.04,40,27,Widow,0
6148,1398.8,34,8,Widow,0
10357,742.56,62,55,Together,0
10548,863.2,44,23,Divorced,0
8197,1199.12,73,35,Divorced,0
8757,60.32,45,59,Divorced,0
10136,35.36,72,57,Together,0
10360,17.68,73,68,Single,0
2284,66.56,84,63,Single,0
4943,20.8,11,53,Married,0
10229,1395.68,49,13,Together,0
6583,1266.72,37,23,Single,0
6021,33.28,45,59,Divorced,0
6392,356.72,63,65,Single,0
1231,1258.4,76,36,Married,0
2586,809.12,28,21,Married,0
7324,920.4,42,20,Single,0
7517,867.36,39,30,Together,0
2843,32.24,16,62,Single,0
7595,1402.96,73,33,Together,0
4130,193.44,69,49,Together,0
5320,227.76,47,47,Together,0
10419,1186.64,78,61,Together,1
9754,1465.36,18,21,Married,0
4025,126.88,55,29,Together,0
1479,76.96,27,33,Single,0
9000,991.12,83,38,Divorced,0
6115,406.64,82,54,Widow,0
1818,37.44,24,36,Single,0
9072,57.2,71,62,Married,0
7731,231.92,73,17,Divorced,0
5182,1394.64,91,48,Single,0
4581,1127.36,84,45,Married,0
9870,270.4,79,39,Single,0
8874,2189.2,71,12,Single,1
8183,1669.2,61,15,Married,0
6291,17.68,2,58,Single,0
6316,269.36,77,37,Divorced,0
7667,922.48,33,24,Divorced,0
4250,2383.68,22,15,Together,1
10840,318.24,44,21,Married,0
9097,676.0,83,47,Single,0
7833,37.44,22,30,Single,0
7787,461.76,74,18,Together,0
2434,1259.44,59,51,Divorced,0
10471,873.6,39,16,Single,0
8303,273.52,73,30,Married,0
7582,2185.04,40,13,Married,0
5936,62.4,60,42,Single,0
9494,24.96,75,60,Married,0
1380,188.24,38,28,Married,0
7715,265.2,77,55,Single,0
6750,1598.48,12,5,Divorced,0
9039,2569.84,22,7,Together,0
9137,57.2,53,45,Single,0
8360,1991.6,40,8,Married,0
7189,125.84,75,65,Married,0
3189,41.6,5,54,Single,0
7556,308.88,69,26,Married,0
7430,20.8,40,45,Single,0
5285,1120.08,42,38,Single,1
6831,995.28,92,51,Together,1
9463,567.84,39,22,Married,0
3981,400.4,76,54,Divorced,0
5002,57.2,48,51,Married,0
10903,513.76,83,48,Divorced,0
10795,855.92,37,30,Single,0
10311,355.68,81,32,Married,0
1665,19.76,12,46,Single,0
4339,1068.08,43,28,Together,0
4272,54.08,28,61,Together,0
2000,68.64,37,54,Together,0
9548,194.48,55,54,Single,0
9481,2063.36,50,13,Married,0
4769,310.96,42,65,Single,0
2817,66.56,64,43,Married,0
9704,1589.12,32,14,Together,0
1070,1598.48,57,14,Single,0
10001,52.0,24,68,Married,0
4969,739.44,24,46,Married,0
6693,403.52,83,59,Married,0
8031,556.4,41,37,Divorced,0
8675,2192.32,25,10,Together,0
7294,263.12,39,52,Married,0
4790,36.4,66,52,Widow,0
5457,938.08,67,35,Together,0
10437,1201.2,93,41,Widow,1
10989,47.84,11,59,Single,0
4866,514.8,65,54,Together,0
7204,1202.24,59,29,Single,0
10785,93.6,66,69,Married,0
6465,1386.32,57,28,Married,0
10508,738.4,44,27,Married,0
6240,617.76,46,51,Married,0
10694,408.72,86,41,Single,0
2503,614.64,49,38,Together,0
8760,1665.04,37,13,Widow,1
5902,191.36,6,57,Single,0
9996,20.8,57,60,Together,0
4405,683.28,53,47,Married,0
8215,615.68,47,36,Together,0
7865,42.64,6,68,Single,0
6330,410.8,72,60,Married,0
6520,75.92,78,65,Single,0
3193,398.32,92,44,Together,0
6062,1394.64,65,48,Single,0
7925,1264.64,69,11,Widow,0
10092,514.8,56,40,Single,0
3670,799.76,46,46,Married,0
7109,1326.0,23,11,Widow,0
6288,69.68,8,60,Single,0
8493,1466.4,69,18,Divorced,0
8248,75.92,27,57,Married,0
8668,310.96,60,13,Together,0
1151,858.0,49,56,Single,0
9195,798.72,60,50,Married,0
3693,125.84,76,47,Married,0
2473,739.44,69,39,Divorced,0
7308,74.88,49,51,Single,0
3460,450.32,64,24,Married,0
3957,94.64,41,63,Single,0
2581,1189.76,87,44,Married,0
10642,2128.88,44,13,Divorced,0
9881,1267.76,39,14,Married,1
9792,66.56,67,59,Married,0
6271,55.12,10,70,Married,0
3561,1257.36,10,46,Single,0
9051,230.88,24,40,Divorced,0
8128,934.96,35,10,Married,1
10302,312.0,72,50,Divorced,0
9913,398.32,73,45,Together,0
6629,47.84,22,51,Single,0
4800,42.64,73,53,Widow,0
6082,46.8,53,63,Together,0
10918,744.64,67,27,Together,0
7354,315.12,71,57,Together,0
2071,516.88,72,56,Together,0
2629,274.56,65,60,Married,0
9108,1794.0,32,16,Divorced,0
1867,50.96,74,65,Single,0
8932,41.6,18,59,Single,0
8599,1596.4,44,17,Married,1
10500,1863.68,31,18,Married,0
10984,159.12,89,61,Married,0
9269,76.96,40,76,Married,0
10793,797.68,52,43,Married,0
6896,234.0,29,60,Together,0
7506,1992.64,30,23,Married,0
7963,362.96,85,51,Together,0
9467,48.88,10,62,Single,0
1280,267.28,69,62,Single,0
1930,68.64,59,48,Married,0
3831,1389.44,20,14,Married,0
6734,96.72,86,57,Together,0
5509,195.52,83,51,Widow,0
3120,56.16,31,62,Married,0
4837,404.56,94,45,Married,0
3828,22.88,6,56,Single,0
5773,12.48,18,59,Single,0
8909,360.88,62,39,Married,0
7083,272.48,89,61,Divorced,0
10427,1995.76,47,11,Together,0
10409,990.08,81,32,Single,0
6364,1463.28,79,19,Together,1
3430,58.24,49,57,Single,0
4104,1003.6,80,45,Married,0
1589,1059.76,38,38,Married,0
6642,926.64,86,36,Together,1
4447,398.32,60,37,Single,0
3421,1601.6,44,32,Married,0
6276,156.0,88,56,Married,0
8855,862.16,62,23,Together,0
8448,74.88,80,46,Single,0
4276,1197.04,78,41,Single,0
5246,36.4,12,69,Single,0
6710,627.12,65,36,Married,0
3494,1799.2,43,10,Together,0
8134,19.76,72,51,Together,0
7769,2252.64,36,8,Widow,0
10524,19.76,8,44,Together,0
3899,453.44,60,38,Divorced,0
6828,1930.24,46,14,Single,1
9277,96.72,47,35,Divorced,0
5618,1536.08,74,28,Together,0
10788,409.76,51,37,Married,0
1190,923.52,90,57,Together,0
2394,62.4,38,74,Single,0
10294,191.36,44,38,Together,0
3046,306.8,44,62,Divorced,0
2072,1801.28,19,17,Widow,1
5132,558.48,70,35,Together,0
8142,58.24,55,65,Married,0
4923,229.84,88,61,Married,0
9935,1660.88,25,11,Married,1
1724,231.92,55,45,Married,0
2792,28.08,31,58,Divorced,0
3077,1069.12,29,13,Married,0
6436,1459.12,35,10,Together,1
2373,191.36,32,58,Married,0
10110,44.72,71,59,Married,0
5854,157.04,62,67,Single,0
6725,272.48,35,31,Together,0
4532,936.0,81,29,Single,0
9138,360.88,59,55,Married,0
3051,1989.52,33,9,Widow,0
5907,68.64,82,48,Together,0
3910,737.36,85,50,Single,0
1686,351.52,77,63,Married,0
8499,67.6,68,48,Single,0
3964,123.76,19,61,Single,0
2802,1469.52,91,35,Together,0
7559,1404.0,50,40,Single,0
5975,121.68,49,41,Married,0
2725,158.08,55,66,Single,0
3315,67.6,5,67,BigConfusion,0
1382,629.2,82,61,Together,0
10434,160.16,53,47,Single,0
6567,228.8,36,60,Married,0
6910,873.6,35,29,Single,0
3905,1528.8,69,52,Together,0
1384,412.88,34,33,Married,0
1155,264.16,61,63,Single,0
2405,43.68,68,51,Single,0
1177,513.76,87,61,Together,0
1220,867.36,54,23,Single,0
5234,1535.04,76,53,Married,0
6802,37.44,35,44,Married,0
4294,744.64,50,21,,0
7743,153.92,74,56,Married,0
4731,1058.72,49,17,Widow,0
8406,925.6,58,64,Together,0
1174,794.56,34,25,Married,0
2126,1190.8,56,28,Divorced,0
10289,565.76,33,23,Married,0
2182,94.64,67,64,Married,0
9665,1603.68,47,30,Divorced,0
5178,399.36,55,38,Married,0
1808,43.68,31,40,Single,0
4472,1531.92,52,44,Together,0
1701,462.8,90,66,Married,0
4756,48.88,31,84,Married,0
6381,458.64,40,42,Together,0
10011,10.4,27,69,Married,0
3215,1665.04,49,14,Married,1
8004,2063.36,57,26,Single,1
3121,43.68,23,45,Single,0
5948,226.72,55,50,Married,0
7251,614.64,50,30,Single,0
6173,568.88,84,45,Together,0
2379,1732.64,49,15,Married,0
4178,1794.0,32,15,Married,0
10412,68.64,51,69,Single,0
5766,2126.8,36,10,BigConfusion,0
1679,14.56,37,23,Single,0
4565,735.28,57,49,Married,0
4496,122.72,37,40,Married,0
8291,560.56,38,31,Married,0
8821,361.92,58,54,Together,0
9954,190.32,28,78,Single,0
5460,407.68,77,54,Single,0
4942,313.04,84,43,Together,0
5575,2248.48,42,16,Married,1
1671,563.68,60,57,Married,0
3399,617.76,34,29,Single,0
8873,315.12,67,59,Married,0
3374,57.2,30,73,Married,0
10465,157.04,55,71,Single,0
2333,461.76,67,44,Together,0
6075,20.8,55,36,Single,0
4986,42.64,35,35,Single,0
2986,681.2,8,51,Together,0
3085,49.92,38,65,Together,0
6083,561.6,93,48,Single,0
6319,361.92,37,31,Married,0
10828,2192.32,28,16,Married,1
9680,567.84,27,11,Divorced,0
8276,24.96,30,65,Married,0
1209,1257.36,95,36,Married,0
9435,1061.84,51,8,Single,0
5171,14.56,61,39,Widow,0
6449,159.12,11,60,,0
3489,76.96,29,44,Together,0
5822,806.0,75,50,Together,0
6071,66.56,74,40,Together,0
7880,17.68,63,56,Together,0
8092,57.2,7,57,Single,0
7477,121.68,64,43,Married,0
1369,1794.0,7,17,Married,0
9552,685.36,37,17,Married,0
6934,801.84,84,45,Divorced,0
6179,309.92,78,46,Married,1
5864,1596.4,46,17,Married,0
10713,41.6,54,64,Together,0
7458,43.68,71,66,Single,0
2885,43.68,23,72,,0
1094,624.0,91,44,Widow,0
4362,56.16,25,56,Married,0
10629,355.68,64,29,BigConfusion,0
8271,23.92,11,57,Single,0
10951,58.24,39,39,Widow,0
1137,1190.8,51,20,Together,0
2897,1869.92,58,16,Together,0
8109,1867.84,88,20,Single,0
1393,41.6,36,44,Divorced,0
3841,1530.88,40,7,Divorced,0
1102,811.2,24,23,Divorced,0
9023,22.88,9,70,Single,0
10298,32.24,43,56,,0
2023,1264.64,47,23,Divorced,0
7016,1932.32,34,26,Married,0
7891,2381.6,63,15,Together,1
2060,673.92,27,28,Married,0
4395,1521.52,53,18,Married,0
4117,31.2,22,63,Single,0
2560,190.32,17,39,Divorced,0
3195,67.6,74,56,Together,0
9372,1395.68,33,12,Divorced,0
4046,570.96,62,44,Together,0
2506,71.76,12,67,Single,0
5611,1927.12,15,13,Single,0
5401,66.56,5,65,Single,0
10942,35.36,70,57,Together,0
3355,23.92,49,48,Together,0
10348,510.64,83,43,Married,0
9632,1326.0,21,26,Widow,0
1129,66.56,81,57,Married,0
1811,1387.36,57,20,Single,0
4667,45.76,51,45,Married,0
9679,1000.48,86,60,Together,0
7618,67.6,5,59,Single,0
5887,88.4,3,64,Single,0
9044,679.12,57,56,Single,0
2875,47.84,8,70,Single,0
4983,1601.6,32,11,Divorced,0
4477,1863.68,68,43,Together,0
2588,93.6,82,39,Single,0
7953,615.68,89,43,Divorced,0
4247,2505.36,28,14,Divorced,1
4706,1328.08,30,19,Together,0
8570,356.72,88,33,Divorced,0
6995,503.36,45,36,Divorced,0
6604,230.88,57,56,Married,0
3684,500.24,93,54,Divorced,0
1075,1261.52,42,25,Divorced,0
1703,1858.48,59,22,Together,1
2793,78.0,25,64,Single,0
9091,24.96,43,48,Together,0
9945,37.44,38,44,Married,0
4588,1055.6,83,38,Single,1
10623,64.48,48,58,Divorced,0
7431,263.12,56,47,Together,0
7591,673.92,70,50,Married,0
1089,122.72,81,60,Married,0
5736,507.52,60,47,Married,0
2331,1054.56,39,29,Married,0
5197,66.56,44,29,Married,0
9797,11.44,69,60,Together,0
7426,305.76,51,55,Single,0
2424,30.16,10,64,Single,0
7063,125.84,83,64,Single,0
1608,2185.04,46,17,Together,1
10509,1133.6,65,28,Together,0
3836,854.88,31,48,Married,0
3122,360.88,89,44,Together,0
5958,613.6,59,41,Single,0
10898,68.64,78,56,Together,0
7937,268.32,77,50,Single,0
1010,19.76,18,39,Single,0
5239,125.84,85,63,Together,0
1514,16.64,31,43,Married,0
4026,158.08,25,55,Married,0
1666,922.48,66,26,BigConfusion,0
6847,360.88,27,43,Married,0
10816,450.32,90,59,Married,0
5983,1669.2,29,20,Married,0
10994,931.84,68,55,Married,0
4069,41.6,43,51,Single,0
2217,626.08,37,17,Single,0
4721,1066.0,93,44,Married,0
6025,46.8,3,53,Single,0
4401,451.36,85,50,Married,0
4030,791.44,78,51,Divorced,0
9577,1191.84,59,29,Together,1
3212,47.84,19,60,Married,0
9493,1537.12,58,24,Married,0
4262,79.04,51,65,Together,0
9251,41.6,78,49,Together,0
5651,509.6,28,35,Married,0
8805,2056.08,29,11,Together,0
10374,1268.8,39,18,Married,0
6042,55.12,52,73,Together,0
7373,1120.08,10,17,Married,0
3044,41.6,90,57,Single,0
10552,34.32,66,72,Married,0
1598,678.08,47,31,Single,0
6358,50.96,49,58,Together,0
6120,1330.16,31,10,Widow,0
7252,619.84,82,51,Single,0
8057,864.24,85,54,Married,0
6511,677.04,88,39,Married,0
10863,47.84,42,59,Single,0
4960,46.8,46,58,Married,0
2508,2378.48,29,10,Together,1
8411,92.56,58,72,Single,0
2165,1860.56,30,43,Single,0
10937,188.24,81,45,Married,0
10554,569.92,33,35,Single,0
8396,411.84,91,46,Married,0
4039,34.32,10,45,Single,0
7813,41.6,58,52,Married,0
7482,228.8,70,45,Together,0
5201,1253.2,70,29,Married,0
8791,44.72,20,69,Single,0
3925,996.32,77,42,Married,0
7820,43.68,78,39,Together,0
9007,1536.08,22,27,Married,0
4543,38.48,10,56,Together,0
9719,502.32,48,40,BigConfusion,0
9350,92.56,13,57,Single,0
5944,19.76,16,68,Single,0
6310,193.44,52,68,Married,0
10355,18.72,35,39,Divorced,0
10893,56.16,19,63,Married,0
7221,121.68,75,52,Married,0
6057,228.8,83,65,Married,0
7006,351.52,91,49,Married,0
6550,225.68,74,54,Single,0
5345,1200.16,45,30,Divorced,0
3582,36.4,16,65,Single,0
1099,49.92,66,64,Married,0
1697,72.8,76,43,Married,0
5059,39.52,25,73,Together,0
9205,361.92,60,27,Married,0
3017,93.6,57,51,Single,0
9852,986.96,65,23,Together,0
7789,67.6,53,52,Together,0
1375,76.96,20,74,Single,0
5984,31.2,59,51,Single,0
4254,63.44,6,55,Single,0
2851,1256.32,87,24,Married,1
5906,669.76,49,37,Together,0
3055,862.16,85,37,Married,0
5831,67.6,33,47,Married,0
1458,1460.16,45,21,Married,0
5715,450.32,14,48,Single,0
7912,19.76,43,46,Single,0
9347,42.64,15,72,Single,0
3461,34.32,16,66,Married,0
5763,807.04,75,48,Single,0
5411,745.68,45,28,Married,0
3798,1183.52,68,22,Married,0
2724,68.64,64,53,Single,0
7580,20.8,32,61,Divorced,0
4709,1729.52,45,11,Married,0
6586,195.52,88,41,Married,0
2371,44.72,74,59,Married,0
1523,1131.52,50,57,Married,0
1303,360.88,47,27,Together,0
6506,267.28,79,75,Married,0
10925,126.88,4,58,Single,0
9008,2813.2,56,18,Divorced,1
4189,230.88,45,63,Married,0
8364,53.04,21,50,Divorced,0
2577,47.84,81,44,Married,0
5635,318.24,82,45,Single,1
7577,352.56,7,50,Together,0
5954,352.56,75,49,Together,0
9234,354.64,59,46,Together,1
2440,1470.56,72,35,Married,1
10576,1001.52,57,44,Married,0
7265,799.76,95,61,Married,0
5874,558.48,39,42,Married,0
9774,74.88,79,55,Single,0
5015,266.24,81,57,Married,0
9869,872.56,67,47,Married,0
2369,229.84,61,33,Married,0
7783,1119.04,68,43,Together,0
1299,52.0,41,65,Single,0
7742,869.44,63,41,Married,0
8485,566.8,59,30,Single,0
4920,1265.68,47,11,Married,0
3607,450.32,87,43,Married,0
1837,569.92,69,48,Together,0
7205,43.68,50,54,Divorced,0
6859,1860.56,78,53,Married,0
1744,1192.88,80,42,Together,0
2677,1461.2,85,32,Together,0
5459,59.28,74,64,Married,0
2640,1931.28,31,10,Married,0
9418,1601.6,40,18,Married,0
8712,316.16,53,24,Married,0
4533,1527.76,51,29,Single,0
2484,871.52,49,26,Together,0
7071,1000.48,22,36,Married,0
7659,188.24,39,54,Single,0
6139,308.88,45,34,Single,0
9697,19.76,59,57,Married,0
9880,361.92,62,54,Married,0
1834,1865.76,50,61,Together,0
10066,26.0,23,60,Single,0
7017,353.6,51,41,Together,0
1737,862.16,89,48,Married,0
8351,42.64,66,59,Married,0
7844,738.4,19,11,Married,0
10410,918.32,51,24,Married,0
10238,865.28,68,51,Married,0
5521,126.88,90,67,Married,0
4135,20.8,81,45,Single,0
3076,26.0,21,60,Together,0
4257,629.2,96,62,Married,0
7067,613.6,86,43,Single,0
2221,126.88,40,36,Married,0
2475,872.56,68,29,Married,0
6768,20.8,31,74,Together,0
10930,52.0,80,58,Married,0
3160,96.72,94,53,Single,0
4710,1469.52,42,15,Together,0
1978,1591.2,37,27,Together,1
8310,34.32,8,64,Married,0
3407,863.2,91,50,Single,0
2809,1935.44,26,24,Divorced,0
6590,999.44,62,39,Together,0
7290,62.4,68,54,Single,0
4513,924.56,50,14,Married,0
5472,44.72,10,61,Single,0
9454,802.88,69,47,Together,0
7137,1190.8,46,32,,0
8598,59.28,19,58,Single,0
7927,350.48,92,59,Single,0
3980,2125.76,36,7,Widow,0
4134,361.92,41,73,Together,0
5133,1132.56,72,44,Married,0
5168,1461.2,43,10,Together,0
9902,1060.8,20,10,Single,0
2416,270.4,46,62,Divorced,0
10506,1185.6,50,10,Divorced,0
4167,1053.52,33,44,Single,0
5974,673.92,49,28,Married,0
8650,506.48,30,61,Single,0
5258,1864.72,23,9,Married,0
3533,1998.88,42,15,Married,1
3576,460.72,71,25,Together,0
4597,1061.84,67,51,Married,0
10592,61.36,10,63,Single,0
4170,315.12,40,39,Together,0
8273,19.76,75,56,Married,0
5210,1662.96,33,20,Single,0
10212,2058.16,60,17,Together,1
6744,157.04,27,62,Together,0
10332,57.2,33,60,Single,0
9928,15.6,57,60,Together,0
3378,996.32,16,17,Together,0
10428,984.88,50,30,Married,0
1076,153.92,68,54,Married,0
9524,265.2,89,48,Married,0
4768,452.4,59,28,Together,0
2734,19.76,27,64,Together,0
1626,14.56,33,62,Single,0
6483,610.48,26,23,Together,0
9664,622.96,27,51,Together,0
9389,49.92,47,48,Together,0
2486,2060.24,34,11,Married,1
4824,1929.2,25,14,BigConfusion,0
1801,17.68,80,53,Divorced,0
7492,152.88,55,37,Single,0
9539,405.6,31,55,Married,0
7072,402.48,63,34,Single,0
8221,1594.32,46,34,Married,0
4888,2190.24,88,41,Divorced,0
7489,13.52,44,64,Married,0
8595,92.56,77,58,Married,0
7326,188.24,61,58,Together,0
4202,195.52,91,56,Together,0
3492,194.48,80,54,Married,0
10399,55.12,3,57,Single,0
7672,38.48,41,56,Single,0
4638,860.08,67,49,Divorced,0
5175,94.64,37,55,Single,0
1415,2253.68,57,18,Single,1
8129,1399.84,50,8,Together,0
1528,1658.8,61,40,Married,0
6670,1532.96,52,25,Married,0
9401,95.68,74,50,Married,0
2997,411.84,68,56,Married,0
4180,1867.84,61,16,Married,0
2198,41.6,37,50,BigConfusion,0
3409,42.64,54,54,Single,0
5851,22.88,77,64,Together,0
5911,41.6,29,58,Together,0
9081,2254.72,51,17,Together,1
7219,65.52,35,48,Single,0
5318,1929.2,84,24,Married,1
2186,929.76,77,46,Widow,0
7339,2123.68,23,15,Together,0
6138,57.2,6,70,Single,0
9096,1387.36,24,18,Single,0
1584,2508.48,58,8,Together,1
5788,265.2,74,39,Married,0
1461,26.0,19,33,Together,0
10790,66.56,55,63,Single,0
1235,450.32,82,48,Divorced,0
7543,730.08,88,55,Single,0
1193,515.84,41,29,Together,0
10977,1116.96,68,54,Married,0
10727,409.76,71,24,Widow,0
1440,71.76,52,51,Married,0
8600,411.84,39,63,Together,0
3091,928.72,84,20,Married,0
9636,67.6,14,36,Married,0
10277,46.8,43,42,Divorced,0
9301,1330.16,36,23,Widow,0
4570,1067.04,89,38,BigConfusion,0
7884,39.52,10,61,Single,0
1241,859.04,37,30,Together,0
2307,66.56,7,72,Together,0
3022,317.2,62,41,Together,0
1570,406.64,81,45,Married,0
2552,365.04,28,36,Divorced,0
1406,734.24,36,23,Divorced,0
10118,1393.6,28,17,Widow,0
7392,96.72,9,57,Together,0
3132,66.56,78,27,Together,0
7620,1727.44,19,11,Together,0
7175,42.64,42,59,Together,0
6154,512.72,47,36,Married,0
2009,19.76,8,63,Single,0
4366,19.76,59,60,Married,0
3351,734.24,26,24,Divorced,0
7238,318.24,36,46,Single,0
3495,808.08,80,49,Married,0
6903,1665.04,70,8,Widow,0
3675,1469.52,31,42,Together,1
1394,1523.6,57,19,Together,0
6360,52.0,40,54,Married,0
2606,158.08,85,45,Married,0
9942,350.48,62,40,Married,0
7714,160.16,24,25,Together,0
4163,405.6,89,34,Single,0
7383,76.96,43,64,Married,0
5497,669.76,92,39,Together,0
5843,563.68,58,27,Together,0
10956,16.64,89,59,Married,0
3100,1262.56,66,29,Married,0
3869,96.72,79,45,Married,0
5449,126.88,44,60,Together,0
1545,57.2,31,52,Single,0
6496,1254.24,59,27,Widow,1
3543,358.8,72,60,Together,0
7854,612.56,84,46,Married,0
5644,20.8,16,55,Married,0
1650,41.6,60,59,Together,0
4416,500.24,96,58,Together,1
5122,39.52,47,70,Together,0
1221,1186.64,25,10,Widow,0
5232,1733.68,36,17,Together,0
10901,1670.24,43,12,Together,0
8198,16.64,8,42,Married,0
1841,187.2,55,45,Married,0
3997,1068.08,66,22,Widow,0
10204,26.0,6,45,Single,0
8222,1328.08,59,15,Single,0
1019,37.44,19,50,Single,0
4183,1063.92,55,28,Married,0
4045,11.44,55,36,Married,0
7174,16.64,17,69,Together,0
1881,559.52,39,26,Single,0
7227,68.64,90,49,Together,0
4402,2250.56,54,36,Married,0
5863,28.08,21,41,Single,0
10052,555.36,74,53,Single,0
4558,989.04,41,16,Together,0
2528,17.68,82,60,Married,0
3282,1664.0,52,41,Married,0
3733,20.8,59,59,Together,0
5987,516.88,69,27,Divorced,0
1836,687.44,74,51,Together,0
10492,1393.6,62,33,Single,1
1290,806.0,29,31,Single,0
1108,35.36,10,64,Single,0
6004,1399.84,71,17,Married,1
6000,270.4,40,61,Together,0
2863,1319.76,23,19,Married,0
9929,1598.48,72,13,Together,0
8842,90.48,11,57,Single,0
2523,1924.0,39,20,Single,0
5505,919.36,79,43,Married,0
9587,922.48,45,20,Married,0
1216,121.68,22,50,Single,0
2532,404.56,94,58,Divorced,0
9906,567.84,72,33,Widow,1
8099,1265.68,21,23,Divorced,0
1450,225.68,73,43,Single,0
7253,1527.76,72,25,Married,0
6411,68.64,4,64,Together,0
10177,2320.24,74,14,Together,1
1539,231.92,17,67,Single,0
3243,123.76,86,63,Together,0
4333,1329.12,49,28,Together,0
5425,855.92,46,24,Single,0
1908,1732.64,50,12,Together,0
2700,992.16,77,56,Together,0
4141,67.6,55,69,Together,0
2731,93.6,63,39,Single,0
9197,10.4,33,67,Single,0
4486,20.8,36,29,Divorced,0
6838,2123.68,30,17,Together,0
6994,625.04,48,36,Together,0
4582,60.32,54,59,Married,0
6660,1062.88,72,37,Married,0
8347,1657.76,64,14,Married,0
4315,1320.8,69,45,Married,0
10986,195.52,6,47,Together,0
2880,15.6,31,73,Married,0
4396,1525.68,65,29,Single,0
1753,313.04,86,47,Married,0
1058,126.88,12,55,Married,0
4890,1252.16,25,10,Widow,0
6694,41.6,14,71,Together,0
7256,991.12,33,12,Married,0
1486,1525.68,60,15,Married,0
7633,123.76,49,32,Single,0
4817,793.52,64,41,Together,0
5193,65.52,25,72,Married,0
7443,228.8,83,49,Single,0
8385,687.44,51,18,Together,0
1556,2122.64,67,34,Married,0
9310,793.52,88,44,Single,0
4770,1453.92,36,50,Married,0
4474,455.52,79,50,Together,0
6208,271.44,65,41,Married,0
3142,19.76,38,33,BigConfusion,0
10482,47.84,27,70,Married,0
5686,75.92,78,34,Together,0
7730,1334.32,10,15,Married,0
8806,1595.36,38,12,Widow,0
1038,462.8,53,38,Married,0
8213,191.36,42,33,Single,0
6034,26.0,53,64,Single,0
6796,565.76,86,57,Single,0
8404,269.36,35,40,Married,0
9639,38.48,56,52,Together,0
2928,94.64,15,75,Single,0
4794,83.2,14,61,Together,0
10210,669.76,54,53,Married,0
3232,194.48,85,51,Together,0
4285,55.12,35,52,Together,0
2973,1266.72,30,28,Married,0
