make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-size,horsepower,price,length_min_max,width_std,height_log,price_decile
toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,146,116.0,8449.0,0.5238805970149253,-0.13647399874366464,3.970291913552122,4
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,109,85.0,8495.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,4
mazda,gas,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410,122,84.0,8495.0,0.547761194029851,0.2907489538451886,4.034240638152395,4
mitsubishi,gas,std,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,122,88.0,8499.0,0.4761194029850747,-0.2314124326522927,3.919991175077323,4
dodge,gas,turbo,four,sedan,fwd,front,93.7,157.3,63.8,50.6,2191,98,102.0,8558.0,0.24179104477611965,-0.9909199039213644,3.9435216724875173,4
toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,92,62.0,8778.0,0.42686567164179096,-1.0858583378299957,4.096009841541162,4
honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2304,110,86.0,8845.0,0.5119402985074628,-0.3263508665609275,4.009149716158869,4
mazda,gas,std,two,hatchback,fwd,front,98.8,177.8,66.5,53.7,2385,122,84.0,8845.0,0.547761194029851,0.2907489538451886,4.001863709427935,4
dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,122,88.0,8921.0,0.5,-0.6111661682868319,4.107589788972121,4
plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,122,88.0,8921.0,0.5,-0.6111661682868319,4.107589788972121,4
toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,122,92.0,8948.0,0.5149253731343284,0.2907489538451886,4.023564380161053,4
nissan,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,120,97.0,8949.0,0.4820895522388061,-0.3263508665609275,4.019980146933238,4
honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2289,110,86.0,9095.0,0.39402985074626873,-0.3263508665609275,3.9945242269398897,5
subaru,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,108,82.0,9233.0,0.46119402985074637,-0.2314124326522927,4.012772908528289,5
toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,98,70.0,9258.0,0.3761194029850749,-0.70610460219546,3.9852734671677386,5
mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,110,116.0,9279.0,0.4671641791044778,-0.2314124326522927,3.9627161197436642,5
mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,110,116.0,9279.0,0.4671641791044778,-0.2314124326522927,3.9627161197436642,5
renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,132,103.4040404040404,9295.0,0.6029850746268658,0.2907489538451886,4.028916756899646,5
toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,98,112.0,9298.0,0.4119402985074626,-0.8959814700127297,3.9815490680767565,5
volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,97,68.0,9495.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,5
toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,98,112.0,9538.0,0.4119402985074626,-0.8959814700127297,3.9815490680767565,5
nissan,gas,std,four,sedan,fwd,front,97.2,173.4,65.2,54.7,2302,120,97.0,9549.0,0.4820895522388061,-0.3263508665609275,4.019980146933238,5
toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,146,116.0,9639.0,0.5238805970149253,-0.13647399874366464,3.970291913552122,5
renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,53.780402010050246,2460,132,103.4040404040404,9895.0,0.5328358208955226,0.33821817079950267,4.003332502436158,5
mitsubishi,gas,turbo,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2370,110,116.0,9959.0,0.4761194029850747,-0.2314124326522927,3.919991175077323,5
subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,108,94.0,9960.0,0.46119402985074637,-0.2314124326522927,3.979681653901961,5
volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,109,90.0,9980.0,0.3671641791044775,-0.8959814700127297,3.9589065913269965,5
toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,122,92.0,9988.0,0.5149253731343284,0.2907489538451886,4.005513348515485,5
toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,146,116.0,9989.0,0.5238805970149253,-0.13647399874366464,3.970291913552122,5
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,109,100.0,9995.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,5
